Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Frozen Foods,214.3218,OUT035,Tier 2,Supermarket Type1,4274.436
Fruits and Vegetables,231.7958,OUT027,Tier 3,Supermarket Type3,5375.0034
Fruits and Vegetables,38.019,OUT027,Tier 3,Supermarket Type3,1318.284
Meat,119.4124,OUT018,Tier 3,Supermarket Type2,2251.7356
Frozen Foods,37.4506,OUT017,Tier 2,Supermarket Type1,1176.4686
Fruits and Vegetables,130.4968,OUT046,Tier 1,Supermarket Type1,3523.4136
Snack Foods,86.2198,OUT035,Tier 2,Supermarket Type1,610.5386
Canned,96.4094,OUT035,Tier 2,Supermarket Type1,1237.7222
Snack Foods,235.1248,OUT010,Tier 3,Grocery Store,474.0496
Snack Foods,52.6666,OUT027,Tier 3,Supermarket Type3,717.7324
Soft Drinks,150.5024,OUT046,Tier 1,Supermarket Type1,2580.6408
Frozen Foods,143.2154,OUT046,Tier 1,Supermarket Type1,2552.6772
Fruits and Vegetables,164.021,OUT045,Tier 2,Supermarket Type1,3914.904
Fruits and Vegetables,88.5514,OUT046,Tier 1,Supermarket Type1,796.9626
Dairy,228.9352,OUT019,Tier 1,Grocery Store,916.1408
Household,191.3504,OUT045,Tier 2,Supermarket Type1,3259.7568
Fruits and Vegetables,84.8908,OUT049,Tier 1,Supermarket Type1,1677.816
Snack Foods,230.0984,OUT049,Tier 1,Supermarket Type1,3707.1744
Starchy Foods,173.5738,OUT046,Tier 1,Supermarket Type1,2954.1546
Snack Foods,166.4842,OUT018,Tier 3,Supermarket Type2,2652.5472
Household,52.7956,OUT045,Tier 2,Supermarket Type1,1037.3164
Others,50.9666,OUT027,Tier 3,Supermarket Type3,717.7324
Health and Hygiene,86.1224,OUT045,Tier 2,Supermarket Type1,426.112
Breads,231.1668,OUT035,Tier 2,Supermarket Type1,6911.004
Health and Hygiene,211.0244,OUT046,Tier 1,Supermarket Type1,3811.0392
Snack Foods,115.3518,OUT027,Tier 3,Supermarket Type3,2277.036
Baking Goods,48.9034,OUT019,Tier 1,Grocery Store,48.6034
Snack Foods,212.8218,OUT049,Tier 1,Supermarket Type1,5770.4886
Baking Goods,40.2138,OUT046,Tier 1,Supermarket Type1,690.4346
Dairy,110.2886,OUT013,Tier 3,Supermarket Type1,1890.2062
Hard Drinks,126.2336,OUT027,Tier 3,Supermarket Type3,3195.84
Baking Goods,150.1708,OUT046,Tier 1,Supermarket Type1,1504.708
Household,238.3248,OUT010,Tier 3,Grocery Store,711.0744
Dairy,174.2422,OUT018,Tier 3,Supermarket Type2,4311.055
Meat,175.4738,OUT046,Tier 1,Supermarket Type1,521.3214
Household,59.4562,OUT046,Tier 1,Supermarket Type1,829.5868
Dairy,155.5288,OUT017,Tier 2,Supermarket Type1,1571.288
Starchy Foods,239.6538,OUT035,Tier 2,Supermarket Type1,2403.538
Breads,41.6454,OUT019,Tier 1,Grocery Store,83.8908
Fruits and Vegetables,211.0586,OUT045,Tier 2,Supermarket Type1,844.2344
Household,127.3336,OUT017,Tier 2,Supermarket Type1,2940.1728
Frozen Foods,98.0068,OUT010,Tier 3,Grocery Store,291.6204
Frozen Foods,181.2976,OUT045,Tier 2,Supermarket Type1,3259.7568
Fruits and Vegetables,226.8036,OUT049,Tier 1,Supermarket Type1,3415.554
Dairy,256.7672,OUT018,Tier 3,Supermarket Type2,5624.6784
Health and Hygiene,190.1846,OUT049,Tier 1,Supermarket Type1,6687.961
Fruits and Vegetables,227.1062,OUT049,Tier 1,Supermarket Type1,5642.655
Meat,196.2426,OUT018,Tier 3,Supermarket Type2,4943.565
Fruits and Vegetables,182.6266,OUT018,Tier 3,Supermarket Type2,3135.2522
Fruits and Vegetables,87.4514,OUT045,Tier 2,Supermarket Type1,796.9626
Dairy,51.535,OUT045,Tier 2,Supermarket Type1,848.895
Baking Goods,37.3164,OUT019,Tier 1,Grocery Store,38.6164
Canned,184.5924,OUT046,Tier 1,Supermarket Type1,4997.4948
Snack Foods,149.1418,OUT049,Tier 1,Supermarket Type1,588.5672
Dairy,91.812,OUT019,Tier 1,Grocery Store,372.848
Meat,155.7314,OUT019,Tier 1,Grocery Store,155.1314
Soft Drinks,218.0508,OUT013,Tier 3,Supermarket Type1,3038.7112
Health and Hygiene,200.2084,OUT046,Tier 1,Supermarket Type1,1587.2672
Frozen Foods,115.4176,OUT045,Tier 2,Supermarket Type1,687.1056
Dairy,213.4876,OUT049,Tier 1,Supermarket Type1,1929.4884
Starchy Foods,223.8404,OUT013,Tier 3,Supermarket Type1,3600.6464
Starchy Foods,180.7634,OUT046,Tier 1,Supermarket Type1,2181.1608
Fruits and Vegetables,181.4318,OUT046,Tier 1,Supermarket Type1,3428.2042
Breads,105.6648,OUT045,Tier 2,Supermarket Type1,623.1888
Household,120.5124,OUT049,Tier 1,Supermarket Type1,2133.2232
Frozen Foods,261.6594,OUT018,Tier 3,Supermarket Type2,3401.5722
Fruits and Vegetables,101.0042,OUT035,Tier 2,Supermarket Type1,1289.6546
Snack Foods,49.6008,OUT019,Tier 1,Grocery Store,50.6008
Dairy,45.9428,OUT013,Tier 3,Supermarket Type1,790.9704
Health and Hygiene,129.2626,OUT017,Tier 2,Supermarket Type1,3147.9024
Household,56.7614,OUT027,Tier 3,Supermarket Type3,2486.763
Baking Goods,141.0812,OUT035,Tier 2,Supermarket Type1,1139.8496
Frozen Foods,84.3592,OUT046,Tier 1,Supermarket Type1,1816.3024
Canned,51.935,OUT018,Tier 3,Supermarket Type2,199.74
Frozen Foods,196.7452,OUT045,Tier 2,Supermarket Type1,978.726
Snack Foods,85.854,OUT013,Tier 3,Supermarket Type1,2683.174
Household,169.9448,OUT035,Tier 2,Supermarket Type1,2897.5616
Dairy,260.5594,OUT027,Tier 3,Supermarket Type3,9158.079
Canned,93.212,OUT046,Tier 1,Supermarket Type1,1957.452
Soft Drinks,40.2822,OUT027,Tier 3,Supermarket Type3,1296.3126
Health and Hygiene,140.3838,OUT013,Tier 3,Supermarket Type1,2528.7084
Fruits and Vegetables,38.7138,OUT013,Tier 3,Supermarket Type1,284.2966
Canned,38.6506,OUT017,Tier 2,Supermarket Type1,759.012
Dairy,117.3782,OUT046,Tier 1,Supermarket Type1,1787.673
Household,111.3228,OUT017,Tier 2,Supermarket Type1,2431.5016
Dairy,173.1764,OUT018,Tier 3,Supermarket Type2,4466.1864
Frozen Foods,119.9098,OUT035,Tier 2,Supermarket Type1,2048.6666
Household,175.437,OUT013,Tier 3,Supermarket Type1,1940.807
Frozen Foods,88.783,OUT017,Tier 2,Supermarket Type1,2067.309
Baking Goods,85.125,OUT045,Tier 2,Supermarket Type1,2663.2
Frozen Foods,192.1846,OUT018,Tier 3,Supermarket Type2,1146.5076
Household,247.846,OUT045,Tier 2,Supermarket Type1,3448.844
Baking Goods,184.8924,OUT045,Tier 2,Supermarket Type1,1665.8316
Fruits and Vegetables,184.7266,OUT027,Tier 3,Supermarket Type3,8114.7704
Snack Foods,132.5284,OUT049,Tier 1,Supermarket Type1,1713.7692
Canned,56.4246,OUT046,Tier 1,Supermarket Type1,810.9444
Frozen Foods,84.9224,OUT046,Tier 1,Supermarket Type1,1193.1136
Household,93.4094,OUT035,Tier 2,Supermarket Type1,856.8846
Meat,163.8842,OUT010,Tier 3,Grocery Store,165.7842
Baking Goods,151.3366,OUT045,Tier 2,Supermarket Type1,1057.9562
Household,185.0608,OUT045,Tier 2,Supermarket Type1,2205.1296
Snack Foods,182.3608,OUT013,Tier 3,Supermarket Type1,2940.1728
Hard Drinks,235.8616,OUT035,Tier 2,Supermarket Type1,3046.7008
Frozen Foods,196.8452,OUT046,Tier 1,Supermarket Type1,3327.6684
Canned,258.3278,OUT010,Tier 3,Grocery Store,520.6556
Snack Foods,174.837,OUT035,Tier 2,Supermarket Type1,2999.429
Baking Goods,90.0804,OUT027,Tier 3,Supermarket Type3,2113.2492
Fruits and Vegetables,117.8466,OUT045,Tier 2,Supermarket Type1,942.7728
Dairy,74.0354,OUT019,Tier 1,Grocery Store,75.2354
Fruits and Vegetables,133.6284,OUT046,Tier 1,Supermarket Type1,1581.9408
Frozen Foods,37.4506,OUT019,Tier 1,Grocery Store,37.9506
Health and Hygiene,151.3024,OUT019,Tier 1,Grocery Store,151.8024
Breads,248.8092,OUT027,Tier 3,Supermarket Type3,3486.1288
Household,195.2478,OUT017,Tier 2,Supermarket Type1,4262.4516
Snack Foods,243.9828,OUT010,Tier 3,Grocery Store,731.0484
Fruits and Vegetables,128.8678,OUT035,Tier 2,Supermarket Type1,1398.8458
Snack Foods,177.966,OUT049,Tier 1,Supermarket Type1,2336.958
Frozen Foods,196.5452,OUT013,Tier 3,Supermarket Type1,2348.9424
Fruits and Vegetables,196.8768,OUT027,Tier 3,Supermarket Type3,7094.7648
Frozen Foods,87.4856,OUT035,Tier 2,Supermarket Type1,1054.6272
Household,127.831,OUT045,Tier 2,Supermarket Type1,1298.31
Household,117.815,OUT017,Tier 2,Supermarket Type1,2330.3
Frozen Foods,208.9954,OUT049,Tier 1,Supermarket Type1,4584.6988
Dairy,263.4568,OUT010,Tier 3,Grocery Store,527.3136
Dairy,76.1986,OUT017,Tier 2,Supermarket Type1,1869.5664
Frozen Foods,106.928,OUT027,Tier 3,Supermarket Type3,2876.256
Baking Goods,43.6744,OUT018,Tier 3,Supermarket Type2,407.4696
Fruits and Vegetables,201.0742,OUT018,Tier 3,Supermarket Type2,2189.8162
Health and Hygiene,144.0102,OUT017,Tier 2,Supermarket Type1,1603.9122
Others,82.4908,OUT035,Tier 2,Supermarket Type1,2013.3792
Soft Drinks,95.9752,OUT019,Tier 1,Grocery Store,95.8752
Breakfast,192.8478,OUT010,Tier 3,Grocery Store,774.9912
Meat,128.402,OUT045,Tier 2,Supermarket Type1,2403.538
Frozen Foods,258.5646,OUT018,Tier 3,Supermarket Type2,4380.2982
Fruits and Vegetables,37.819,OUT045,Tier 2,Supermarket Type1,219.714
Baking Goods,49.2034,OUT013,Tier 3,Supermarket Type1,729.051
Hard Drinks,106.6938,OUT045,Tier 2,Supermarket Type1,1393.5194
Household,163.6526,OUT045,Tier 2,Supermarket Type1,5262.4832
Soft Drinks,46.506,OUT018,Tier 3,Supermarket Type2,372.848
Baking Goods,99.9042,OUT027,Tier 3,Supermarket Type3,3273.7386
Household,231.7642,OUT027,Tier 3,Supermarket Type3,5344.3766
Frozen Foods,39.7506,OUT013,Tier 3,Supermarket Type1,303.6048
Dairy,156.7288,OUT010,Tier 3,Grocery Store,314.2576
Household,56.0614,OUT010,Tier 3,Grocery Store,276.307
Fruits and Vegetables,38.9506,OUT013,Tier 3,Supermarket Type1,721.0614
Household,112.7544,OUT045,Tier 2,Supermarket Type1,3467.4864
Fruits and Vegetables,225.9062,OUT046,Tier 1,Supermarket Type1,5416.9488
Health and Hygiene,140.5154,OUT018,Tier 3,Supermarket Type2,283.6308
Household,160.2894,OUT019,Tier 1,Grocery Store,323.5788
Fruits and Vegetables,227.772,OUT017,Tier 2,Supermarket Type1,5206.556
Frozen Foods,157.263,OUT045,Tier 2,Supermarket Type1,2503.408
Frozen Foods,104.899,OUT013,Tier 3,Supermarket Type1,1960.781
Others,184.7924,OUT010,Tier 3,Grocery Store,370.1848
Canned,49.5376,OUT010,Tier 3,Grocery Store,95.8752
Dairy,158.1288,OUT049,Tier 1,Supermarket Type1,3299.7048
Frozen Foods,150.2392,OUT017,Tier 2,Supermarket Type1,2684.5056
Fruits and Vegetables,173.3738,OUT046,Tier 1,Supermarket Type1,2085.2856
Frozen Foods,221.9456,OUT035,Tier 2,Supermarket Type1,2210.456
Fruits and Vegetables,47.4034,OUT027,Tier 3,Supermarket Type3,2187.153
Frozen Foods,57.2614,OUT046,Tier 1,Supermarket Type1,1049.9666
Others,145.047,OUT035,Tier 2,Supermarket Type1,2719.793
Fruits and Vegetables,54.593,OUT010,Tier 3,Grocery Store,56.593
Baking Goods,78.6328,OUT017,Tier 2,Supermarket Type1,231.6984
Canned,195.8426,OUT027,Tier 3,Supermarket Type3,5734.5354
Frozen Foods,138.718,OUT013,Tier 3,Supermarket Type1,1398.18
Soft Drinks,76.467,OUT035,Tier 2,Supermarket Type1,1531.34
Canned,160.692,OUT019,Tier 1,Grocery Store,319.584
Dairy,43.8744,OUT049,Tier 1,Supermarket Type1,633.8416
Frozen Foods,252.0698,OUT010,Tier 3,Grocery Store,1014.6792
Health and Hygiene,97.0094,OUT045,Tier 2,Supermarket Type1,2094.6068
Fruits and Vegetables,171.3448,OUT049,Tier 1,Supermarket Type1,2386.2272
Snack Foods,34.7558,OUT035,Tier 2,Supermarket Type1,780.9834
Canned,139.8496,OUT046,Tier 1,Supermarket Type1,1693.7952
Dairy,168.4158,OUT019,Tier 1,Grocery Store,334.2316
Meat,168.3816,OUT046,Tier 1,Supermarket Type1,1342.2528
Fruits and Vegetables,190.6872,OUT017,Tier 2,Supermarket Type1,4916.2672
Canned,78.696,OUT017,Tier 2,Supermarket Type1,1757.712
Others,108.5912,OUT027,Tier 3,Supermarket Type3,1637.868
Snack Foods,84.925,OUT027,Tier 3,Supermarket Type3,1747.725
Dairy,193.4504,OUT017,Tier 2,Supermarket Type1,2876.256
Fruits and Vegetables,139.9838,OUT045,Tier 2,Supermarket Type1,1966.7732
Soft Drinks,106.328,OUT018,Tier 3,Supermarket Type2,958.752
Dairy,40.2138,OUT010,Tier 3,Grocery Store,81.2276
Fruits and Vegetables,123.4388,OUT049,Tier 1,Supermarket Type1,1238.388
Snack Foods,157.892,OUT019,Tier 1,Grocery Store,319.584
Snack Foods,211.0928,OUT035,Tier 2,Supermarket Type1,4418.2488
Hard Drinks,259.7278,OUT013,Tier 3,Supermarket Type1,2863.6058
Snack Foods,264.9568,OUT045,Tier 2,Supermarket Type1,1845.5976
Breakfast,93.1804,OUT049,Tier 1,Supermarket Type1,1561.9668
Dairy,194.1162,OUT049,Tier 1,Supermarket Type1,3848.324
Fruits and Vegetables,149.005,OUT045,Tier 2,Supermarket Type1,2097.27
Snack Foods,81.596,OUT017,Tier 2,Supermarket Type1,639.168
Health and Hygiene,92.612,OUT018,Tier 3,Supermarket Type2,559.272
Snack Foods,146.5102,OUT045,Tier 2,Supermarket Type1,2770.3938
Frozen Foods,99.7384,OUT018,Tier 3,Supermarket Type2,295.6152
Hard Drinks,36.2506,OUT019,Tier 1,Grocery Store,37.9506
Snack Foods,115.2834,OUT018,Tier 3,Supermarket Type2,1267.0174
Soft Drinks,39.3822,OUT046,Tier 1,Supermarket Type1,353.5398
Soft Drinks,92.112,OUT035,Tier 2,Supermarket Type1,1118.544
Fruits and Vegetables,245.9144,OUT013,Tier 3,Supermarket Type1,4655.2736
Household,110.2228,OUT049,Tier 1,Supermarket Type1,1547.3192
Meat,105.3306,OUT049,Tier 1,Supermarket Type1,1045.306
Breakfast,91.8804,OUT017,Tier 2,Supermarket Type1,275.6412
Frozen Foods,212.0928,OUT018,Tier 3,Supermarket Type2,2735.1064
Fruits and Vegetables,175.5738,OUT045,Tier 2,Supermarket Type1,347.5476
Snack Foods,182.7634,OUT046,Tier 1,Supermarket Type1,3817.0314
Snack Foods,104.3622,OUT035,Tier 2,Supermarket Type1,1905.5196
Snack Foods,83.825,OUT045,Tier 2,Supermarket Type1,665.8
Others,192.1478,OUT013,Tier 3,Supermarket Type1,2324.9736
Fruits and Vegetables,109.2228,OUT027,Tier 3,Supermarket Type3,3205.1612
Health and Hygiene,189.1846,OUT046,Tier 1,Supermarket Type1,2101.9306
Household,152.3024,OUT045,Tier 2,Supermarket Type1,1821.6288
Canned,152.2024,OUT017,Tier 2,Supermarket Type1,3643.2576
Household,114.586,OUT035,Tier 2,Supermarket Type1,2942.836
Baking Goods,40.2454,OUT013,Tier 3,Supermarket Type1,587.2356
Household,167.779,OUT046,Tier 1,Supermarket Type1,2886.243
Fruits and Vegetables,110.2886,OUT045,Tier 2,Supermarket Type1,2223.772
Frozen Foods,123.2414,OUT018,Tier 3,Supermarket Type2,487.3656
Household,211.7218,OUT017,Tier 2,Supermarket Type1,5770.4886
Snack Foods,117.7466,OUT027,Tier 3,Supermarket Type3,1414.1592
Soft Drinks,188.853,OUT046,Tier 1,Supermarket Type1,5502.837
Baking Goods,76.8354,OUT046,Tier 1,Supermarket Type1,2181.8266
Snack Foods,193.9452,OUT046,Tier 1,Supermarket Type1,1565.9616
Meat,115.1808,OUT018,Tier 3,Supermarket Type2,1054.6272
Frozen Foods,112.9886,OUT049,Tier 1,Supermarket Type1,1667.829
Household,175.6712,OUT046,Tier 1,Supermarket Type1,2812.3392
Baking Goods,98.1726,OUT035,Tier 2,Supermarket Type1,489.363
Canned,179.3002,OUT045,Tier 2,Supermarket Type1,2865.6032
Snack Foods,90.7462,OUT035,Tier 2,Supermarket Type1,1665.8316
Household,143.8154,OUT017,Tier 2,Supermarket Type1,2694.4926
Canned,83.4934,OUT046,Tier 1,Supermarket Type1,1555.9746
Starchy Foods,87.9172,OUT027,Tier 3,Supermarket Type3,3836.3396
Snack Foods,90.7488,OUT045,Tier 2,Supermarket Type1,543.2928
Health and Hygiene,196.3794,OUT013,Tier 3,Supermarket Type1,1950.794
Snack Foods,57.3562,OUT013,Tier 3,Supermarket Type1,177.7686
Starchy Foods,206.9638,OUT045,Tier 2,Supermarket Type1,1035.319
Fruits and Vegetables,42.8796,OUT035,Tier 2,Supermarket Type1,949.4308
Snack Foods,160.5578,OUT017,Tier 2,Supermarket Type1,1283.6624
Hard Drinks,59.9878,OUT013,Tier 3,Supermarket Type1,484.7024
Dairy,79.5986,OUT013,Tier 3,Supermarket Type1,934.7832
Fruits and Vegetables,48.1034,OUT045,Tier 2,Supermarket Type1,534.6374
Canned,39.448,OUT049,Tier 1,Supermarket Type1,878.856
Baking Goods,120.1756,OUT049,Tier 1,Supermarket Type1,1332.9316
Household,127.9678,OUT018,Tier 3,Supermarket Type2,3560.6984
Baking Goods,93.1462,OUT018,Tier 3,Supermarket Type2,647.8234
Dairy,248.675,OUT045,Tier 2,Supermarket Type1,4993.5
Fruits and Vegetables,240.6854,OUT035,Tier 2,Supermarket Type1,1691.7978
Fruits and Vegetables,188.7214,OUT018,Tier 3,Supermarket Type2,1695.7926
Fruits and Vegetables,124.0072,OUT049,Tier 1,Supermarket Type1,4042.7376
Snack Foods,174.837,OUT027,Tier 3,Supermarket Type3,4763.799
Breakfast,102.6332,OUT035,Tier 2,Supermarket Type1,1640.5312
Soft Drinks,58.7904,OUT027,Tier 3,Supermarket Type3,1288.9888
Fruits and Vegetables,112.3886,OUT045,Tier 2,Supermarket Type1,2334.9606
Canned,148.5418,OUT018,Tier 3,Supermarket Type2,2207.127
Frozen Foods,145.2102,OUT019,Tier 1,Grocery Store,437.4306
Snack Foods,118.4124,OUT013,Tier 3,Supermarket Type1,2370.248
Fruits and Vegetables,189.9214,OUT027,Tier 3,Supermarket Type3,5087.3778
Canned,101.899,OUT010,Tier 3,Grocery Store,103.199
Fruits and Vegetables,224.4088,OUT046,Tier 1,Supermarket Type1,4697.8848
Snack Foods,158.6578,OUT013,Tier 3,Supermarket Type1,2406.867
Dairy,238.3222,OUT046,Tier 1,Supermarket Type1,5736.5328
Snack Foods,183.4266,OUT027,Tier 3,Supermarket Type3,7192.6374
Meat,220.7798,OUT018,Tier 3,Supermarket Type2,6611.394
Snack Foods,142.3496,OUT017,Tier 2,Supermarket Type1,3246.4408
Dairy,51.6982,OUT018,Tier 3,Supermarket Type2,1262.3568
Household,94.1462,OUT018,Tier 3,Supermarket Type2,1758.3778
Canned,211.5902,OUT045,Tier 2,Supermarket Type1,4672.5844
Household,253.1724,OUT017,Tier 2,Supermarket Type1,3775.086
Soft Drinks,147.4102,OUT049,Tier 1,Supermarket Type1,2478.7734
Frozen Foods,182.2318,OUT035,Tier 2,Supermarket Type1,3067.3406
Snack Foods,105.4622,OUT013,Tier 3,Supermarket Type1,3281.7282
Fruits and Vegetables,46.2744,OUT017,Tier 2,Supermarket Type1,1086.5856
Fruits and Vegetables,46.5402,OUT010,Tier 3,Grocery Store,229.701
Canned,102.8674,OUT045,Tier 2,Supermarket Type1,1528.011
Dairy,155.034,OUT018,Tier 3,Supermarket Type2,1990.742
Fruits and Vegetables,95.141,OUT046,Tier 1,Supermarket Type1,868.869
Household,103.0332,OUT046,Tier 1,Supermarket Type1,1230.3984
Fruits and Vegetables,187.6556,OUT018,Tier 3,Supermarket Type2,938.778
Dairy,234.03,OUT018,Tier 3,Supermarket Type2,4194.54
Household,194.6136,OUT013,Tier 3,Supermarket Type1,1166.4816
Snack Foods,222.9114,OUT049,Tier 1,Supermarket Type1,5764.4964
Fruits and Vegetables,37.5506,OUT035,Tier 2,Supermarket Type1,113.8518
Starchy Foods,174.408,OUT027,Tier 3,Supermarket Type3,7443.644
Fruits and Vegetables,191.7846,OUT017,Tier 2,Supermarket Type1,3057.3536
Canned,83.3224,OUT013,Tier 3,Supermarket Type1,3579.3408
Frozen Foods,253.1698,OUT018,Tier 3,Supermarket Type2,1522.0188
Household,35.4216,OUT013,Tier 3,Supermarket Type1,450.0808
Fruits and Vegetables,76.9012,OUT013,Tier 3,Supermarket Type1,607.2096
Breads,120.1098,OUT013,Tier 3,Supermarket Type1,1325.6078
Canned,105.3622,OUT049,Tier 1,Supermarket Type1,1270.3464
Meat,43.4112,OUT027,Tier 3,Supermarket Type3,1107.8912
Hard Drinks,254.104,OUT018,Tier 3,Supermarket Type2,3542.056
Meat,95.2752,OUT018,Tier 3,Supermarket Type2,1534.0032
Dairy,89.2198,OUT049,Tier 1,Supermarket Type1,1308.297
Fruits and Vegetables,55.393,OUT017,Tier 2,Supermarket Type1,1471.418
Household,89.6514,OUT018,Tier 3,Supermarket Type2,1239.7196
Health and Hygiene,175.3028,OUT046,Tier 1,Supermarket Type1,3896.2616
Frozen Foods,214.4218,OUT018,Tier 3,Supermarket Type2,1496.0526
Health and Hygiene,151.6708,OUT013,Tier 3,Supermarket Type1,3460.8284
Fruits and Vegetables,132.1968,OUT018,Tier 3,Supermarket Type2,2870.9296
Dairy,114.7176,OUT017,Tier 2,Supermarket Type1,1259.6936
Fruits and Vegetables,178.2028,OUT010,Tier 3,Grocery Store,177.1028
Snack Foods,99.77,OUT035,Tier 2,Supermarket Type1,798.96
Canned,212.9902,OUT017,Tier 2,Supermarket Type1,3185.853
Meat,98.3042,OUT049,Tier 1,Supermarket Type1,1488.063
Fruits and Vegetables,189.2846,OUT049,Tier 1,Supermarket Type1,5159.2842
Snack Foods,182.0318,OUT027,Tier 3,Supermarket Type3,5954.2494
Meat,226.8404,OUT049,Tier 1,Supermarket Type1,4500.808
Fruits and Vegetables,123.0414,OUT010,Tier 3,Grocery Store,121.8414
Fruits and Vegetables,185.9556,OUT035,Tier 2,Supermarket Type1,4318.3788
Dairy,121.0782,OUT045,Tier 2,Supermarket Type1,3456.1678
Fruits and Vegetables,185.8266,OUT013,Tier 3,Supermarket Type1,1659.8394
Household,127.402,OUT045,Tier 2,Supermarket Type1,759.012
Snack Foods,159.4578,OUT027,Tier 3,Supermarket Type3,4974.1918
Baking Goods,87.983,OUT045,Tier 2,Supermarket Type1,1707.777
Fruits and Vegetables,197.3768,OUT027,Tier 3,Supermarket Type3,7488.9184
Household,116.8124,OUT027,Tier 3,Supermarket Type3,2488.7604
Household,186.7556,OUT013,Tier 3,Supermarket Type1,2816.334
Health and Hygiene,101.4674,OUT049,Tier 1,Supermarket Type1,2954.1546
Household,255.2698,OUT019,Tier 1,Grocery Store,761.0094
Canned,199.4426,OUT035,Tier 2,Supermarket Type1,593.2278
Soft Drinks,50.2324,OUT027,Tier 3,Supermarket Type3,1298.31
Household,46.3376,OUT035,Tier 2,Supermarket Type1,1150.5024
Health and Hygiene,237.159,OUT017,Tier 2,Supermarket Type1,3072.667
Household,181.7976,OUT035,Tier 2,Supermarket Type1,3259.7568
Canned,152.734,OUT049,Tier 1,Supermarket Type1,2756.412
Canned,106.9254,OUT046,Tier 1,Supermarket Type1,2930.1858
Snack Foods,99.2068,OUT010,Tier 3,Grocery Store,97.2068
Health and Hygiene,153.1656,OUT046,Tier 1,Supermarket Type1,1544.656
Meat,212.5586,OUT013,Tier 3,Supermarket Type1,3165.879
Baking Goods,100.6016,OUT046,Tier 1,Supermarket Type1,1619.2256
Household,194.4478,OUT046,Tier 1,Supermarket Type1,387.4956
Household,36.3216,OUT045,Tier 2,Supermarket Type1,415.4592
Dairy,55.893,OUT010,Tier 3,Grocery Store,226.372
Seafood,160.0604,OUT049,Tier 1,Supermarket Type1,1267.6832
Dairy,175.8028,OUT046,Tier 1,Supermarket Type1,1593.9252
Dairy,147.176,OUT019,Tier 1,Grocery Store,585.904
Seafood,149.605,OUT018,Tier 3,Supermarket Type2,3745.125
Others,104.828,OUT018,Tier 3,Supermarket Type2,1810.976
Fruits and Vegetables,167.0474,OUT046,Tier 1,Supermarket Type1,2358.2636
Health and Hygiene,50.3034,OUT017,Tier 2,Supermarket Type1,145.8102
Frozen Foods,78.2302,OUT018,Tier 3,Supermarket Type2,554.6114
Dairy,146.8102,OUT027,Tier 3,Supermarket Type3,3499.4448
Frozen Foods,127.3678,OUT046,Tier 1,Supermarket Type1,1780.3492
Frozen Foods,172.1106,OUT027,Tier 3,Supermarket Type3,2566.659
Snack Foods,38.2848,OUT017,Tier 2,Supermarket Type1,1230.3984
Canned,41.548,OUT027,Tier 3,Supermarket Type3,918.804
Dairy,170.7106,OUT027,Tier 3,Supermarket Type3,3079.9908
Frozen Foods,56.9588,OUT049,Tier 1,Supermarket Type1,744.3644
Canned,179.8002,OUT046,Tier 1,Supermarket Type1,716.4008
